Scientific name	Authority	Status
Phaenicophaeus pyrrhocephalus	"(Pennant, 1769)"	R
Phaenicophaeus superciliosus	"Dumont, 1823"	R
Phaenicophaeus cumingi	"Fraser, 1839"	R
Coccycua minuta	"(Vieillot, 1817)"	R
Coccycua pumila	"Strickland, 1852"	R
Coccycua cinerea	"Vieillot, 1817"	R
Piaya cayana	"(Linnaeus, 1766)"	R
Piaya melanogaster	"(Vieillot, 1817)"	R
Coccyzus lansbergi	"Bonaparte, 1850"	R
Coccyzus melacoryphus	"Vieillot, 1817"	R
Coccyzus americanus	"(Linnaeus, 1758)"	R
Coccyzus euleri	"Cabanis, 1873"	R
Coccyzus minor	"(Gmelin, 1788)"	R
Coccyzus ferrugineus	"Gould, 1843"	R
Coccyzus erythropthalmus	"(Wilson, 1811)"	R
Coccyzus pluvialis	"(Gmelin, 1788)"	R
Coccyzus rufigularis	"(Hartlaub, 1852)"	R
Coccyzus vetula	"(Linnaeus, 1758)"	R
Coccyzus vieilloti	"Bonaparte, 1850"	R
Coccyzus merlini	"d'Orbigny, 1839"	R
Coccyzus longirostris	"(Hermann, 1783)"	R
Carpococcyx radiceus	"(Temminck, 1832)"	NR
Carpococcyx radiatus	"(Temminck, 1832)"	R
Carpococcyx viridis	"Salvadori, 1879"	R
Carpococcyx renauldi	"Oustalet, 1896"	R
Coua delalandei	"(Temminck, 1827)"	R
Coua gigas	"(Boddaert, 1783)"	R
Coua coquereli	"Grandidier, 1867"	R
Coua serriana	"Pucheran, 1845"	R
Coua reynaudii	"Pucheran, 1845"	R
Coua cursor	"Grandidier, 1867"	R
Coua ruficeps	"G. R. Gray, 1846"	R
Coua cristata	"(Linnaeus, 1766)"	R
Coua verreauxi	"Grandidier, 1867"	R
Coua caerulea	"(Linnaeus, 1766)"	R
Centropus milo	"Gould, 1856"	R
Centropus goliath	"Bonaparte, 1850"	R
Centropus violaceus	"Quoy & Gaimard, 1830"	R
Centropus menbeki	"Lesson & Garnot, 1828"	R
Centropus ateralbus	"Lesson, 1826"	R
Centropus phasianinus	"(Latham, 1801)"	R
Centropus spilopterus	"G. R. Gray, 1858"	R
Centropus bernsteini	"Schlegel, 1866"	R
Centropus chalybeus	"(Salvadori, 1875)"	R
Centropus rectunguis	"Strickland, 1847"	R
Centropus steerii	"Bourns & Worcester, 1894"	R
Centropus sinensis	"(Stephens, 1815)"	R
Centropus andamanensis	"Beavan, 1867"	R
Centropus nigrorufus	"(Cuvier, 1817)"	R
Centropus viridis	"(Scopoli, 1786)"	R
Centropus toulou	"(M�ller, 1776)"	R
Centropus grillii	"Hartlaub, 1861"	R
Centropus bengalensis	"(Gmelin, 1788)"	R
Centropus chlororhynchus	"Blyth, 1849"	R
Centropus neumanni	"Alexander, 1908"	NR
Centropus leucogaster	"(Leach, 1814)"	NR
Centropus leucogaster	"(Leach, 1814)"	R
Centropus anselli	"Sharpe, 1874"	R
Centropus monachus	"R�ppell, 1837"	R
Centropus cupreicaudus	"Reichenow, 1896"	R
Centropus senegalensis	"(Linnaeus, 1766)"	R
Centropus burchelli	"Swainson, 1838"	NR
Centropus superciliosus	"Hemprich & Ehrenberg, 1833"	NR
Centropus superciliosus	"Hemprich & Ehrenberg, 1833"	R
Centropus melanops	"Lesson, 1830"	R
Centropus celebensis	"Quoy & Gaimard, 1830"	R
Centropus unirufus	"Cabanis & Heine, 1863"	R
Crotophaga major	"Gmelin, 1788"	R
Crotophaga ani	"Linnaeus, 1758"	R
Crotophaga sulcirostris	"Swainson, 1827"	R
Guira guira	"(Gmelin, 1788)"	R
Tapera naevia	"(Linnaeus, 1766)"	R
Dromococcyx phasianellus	"(Spix, 1824)"	R
Dromococcyx pavoninus	"Pelzeln, 1870"	R
Morococcyx erythropygus	"(Lesson, 1842)"	R
Geococcyx californianus	"(Lesson, 1829)"	R
Geococcyx velox	"(Wagner, 1836)"	R
Neomorphus geoffroyi	"(Temminck, 1820)"	R
Neomorphus squamiger	"Todd, 1925"	R
Neomorphus radiolosus	"Sclater & Salvin, 1878"	R
Neomorphus rufipennis	"(Gray, 1849)"	R
Neomorphus pucheranii	"(Deville, 1851)"	R
Tyto multipunctata	"Mathews, 1912"	NR
Tyto tenebricosa	"(Gould, 1845)"	NR
Tyto tenebricosa	"(Gould, 1845)"	R
Tyto inexspectata	"(Schlegel, 1879)"	R
Tyto nigrobrunnea	"Neumann, 1939"	R
Tyto sororcula	"(Sclater, 1883)"	R
Tyto manusi	"Rothschild & Hartert, 1914"	R
Tyto aurantia	"(Salvadori, 1881)"	R
Tyto castanops	"(Gould, 1837)"	NR
Tyto novaehollandiae	"(Stephens, 1826)"	NR
Tyto novaehollandiae	"(Stephens, 1826)"	R
Tyto rosenbergii	"(Schlegel, 1866)"	R
Tyto soumagnei	"(Milne Edwards, 1878)"	R
Tyto alba	(Scopoli 1769)	NR
Tyto alba	"(Scopoli, 1769)"	R
Tyto javanica	"(Gmelin, 1788)"	NR
Tyto glaucops	"(Kaup, 1852)"	R
Tyto capensis	"(Smith, 1834)"	R
Tyto capensis	"(Smith, 1834)"	NR
Tyto longimembris	"(Jerdon, 1839)"	R
Phodilus prigoginei	"Schouteden, 1952"	R
Phodilus badius	"(Horsfield, 1821)"	R
Phodilus assimilis	"Hume, 1877"	UR
Megascops kennicottii	"(Elliot, 1867)"	R
Megascops seductus	"Moore, 1941"	R
Megascops cooperi	"(Ridgway, 1878)"	R
Megascops asio	"(Linnaeus, 1758)"	R
Megascops trichopsis	"(Wagler, 1832)"	R
Megascops choliba	"(Vieillot, 1817)"	R
Megascops koepckeae	"Hekstra, 1982"	R
Megascops roboratus	"Bangs & Noble, 1918"	R
Megascops clarkii	"Kelso & Kelso, 1935"	R
Megascops barbarus	"(Sclater & Salvin, 1868)"	R
Megascops ingens	"(Salvin, 1897)"	R
Megascops colombianus	"Traylor, 1952"	R
Megascops petersoni	"Fitzpatrick & O'Neill, 1986"	R
Megascops marshalli	"Weske & Terborgh, 1981"	R
Megascops watsonii	"(Cassin, 1848)"	R
Megascops atricapilla	"(Temminck, 1822)"	R
Megascops guatemalae	"(Sharpe, 1875)"	R
Megascops hoyi	"Koenig & Straneck, 1989"	R
Megascops sanctaecatarinae	"(Salvin, 1897)"	R
Megascops nudipes	"(Daudin, 1800)"	R
Megascops albogularis	"(Cassin, 1850)"	R
Mascarenotus grucheti	"Mourer-Chauvir�, Bour, Moutou & Ribes, 1994"	R
Mascarenotus murivorus	"Milne-Edwards, Alphonse (1873)"	R
Mascarenotus sauzieri	"(Newton & Gadow, 1893)"	R
Otus sagittatus	"(Cassin, 1848)"	R
Otus rufescens	"(Horsfield, 1821)"	R
Otus icterorhynchus	"(Shelley, 1873)"	R
Otus ireneae	"Ripley, 1966"	R
Otus balli	"(Hume, 1873)"	R
Otus spilocephalus	"(Blyth, 1846)"	R
Otus stresemanni	"(Robinson, 1927)"	NR
Otus thilohoffmanni	"Warakagoda & Rasmussen, 2004"	R
Otus umbra	"(Richmond, 1903)"	R
Otus angelinae	"(Finsch, 1912)"	R
Otus manadensis	"(Quoy & Gaimard, 1830)"	R
Otus collari	"Lambert & Rasmussen, 1998"	R
Otus longicornis	"(Ogilvie-Grant, 1894)"	R
Otus mindorensis	"(Whitehead, 1899)"	R
Otus mirus	"Ripley & Rabor, 1968"	R
Otus hartlaubi	"(Giebel, 1849)"	R
Otus brucei	"(Hume, 1873)"	R
Otus flammeolus	"(Kaup, 1853)"	R
Otus scops	"(Linnaeus, 1758)"	NR
Otus scops	"(Linnaeus, 1758)"	R
Otus senegalensis	"(Swainson, 1837)"	R
Otus sunia	"(Hodgson, 1836)"	R
Otus alius	"Rasmussen, 1998"	R
Otus elegans	"(Cassin, 1852)"	R
Otus mantananensis	"(Sharpe, 1892)"	R
Otus magicus	"(M�ller, 1841)"	NR
Otus magicus	"(M�ller, 1841)"	R
Otus alfredi	"(Hartert, 1897)"	R
Otus siaoensis	"(Schlegel, 1873)"	R
Otus enganensis	"Riley, 1927"	R
Otus insularis	"(Tristram, 1880)"	R
Otus beccarii	"(Salvadori, 1876)"	R
Otus rutilus	"(Pucheran, 1849)"	NR
Otus rutilus	"(Pucheran, 1849)"	NR
Otus rutilus	"(Pucheran, 1849)"	NR
Otus rutilus	"(Pucheran, 1849)"	NR
Otus rutilus	"(Pucheran, 1849)"	R
Otus pembaensis	"Pakenham, 1937"	R
Otus capnodes	"(Gurney, 1889)"	R
Otus madagascariensis	"(Grandidier, 1867)"	NR
Otus mayottensis	"Benson, 1960"	R
Otus moheliensis	"Lafontaine & Moulaert, 1998"	R
Otus pauliani	"(Benson, 1960)"	R
Otus brookii	"(Sharpe, 1892)"	R
Otus bakkamoena	"Pennant, 1769"	R
Otus mentawi	"Chasen & Kloss, 1926"	R
Otus fuliginosus	"(Sharpe, 1888)"	R
Otus megalotis	"(Walden, 1875)"	R
Otus nigrorum	"Rand, 1950"	UR
Otus everetti	"(Tweeddale, 1897)"	UR
Otus silvicola	"(Wallace, 1864)"	R
Otus leucotis	"(Temminck, 1820)"	R
Otus podarginus	"(Hartlaub & Finsch, 1872)"	R
Otus kennicottii	"(Elliot, 1867)"	NR
Otus ingens	"(Salvin, 1897)"	NR
Otus vermiculatus	"(Ridgway, 1887)"	NR
Otus atricapillus	"(Temminck, 1822)"	NR
Gymnoglaux lawrencii	"(Sclater & Salvin, 1868)"	R
Otus gurneyi	"(Tweeddale, 1879)"	R
Bubo scandiaca	"(Linnaeus, 1758)"	R
Bubo virginianus	"(Gmelin, 1788)"	R
Bubo bubo	"(Linnaeus, 1758)"	R
Bubo bubo	"(Linnaeus, 1758)"	NR
Bubo bengalensis	"(Franklin, 1831)"	R
Bubo ascalaphus	"Savigny, 1809"	R
Bubo capensis	"Smith, 1834"	R
Bubo africanus	"(Temminck, 1821)"	R
Bubo poensis	"Fraser, 1853"	R
Bubo poensis	"Fraser, 1853"	NR
Bubo vosseleri	"Reichenow, 1908"	R
Bubo nipalensis	"Hodgson, 1836"	R
Bubo sumatranus	"(Raffles, 1822)"	R
Bubo shelleyi	"(Sharpe & Ussher, 1872)"	R
Bubo lacteus	"(Temminck, 1820)"	R
Bubo coromandus	"(Latham, 1790)"	R
Bubo leucostictus	"Hartlaub, 1855"	R
Bubo philippensis	"(Kaup, 1851)"	R
Ketupa blakistoni	"(Seebohm, 1884)"	R
Ketupa zeylonensis	"(Gmelin, 1788)"	R
Ketupa flavipes	"(Hodgson, 1836)"	R
Ketupa ketupu	"(Horsfield, 1821)"	R
Scotopelia peli	"(Bonaparte, 1850)"	R
Scotopelia ussheri	"Sharpe, 1871"	R
Scotopelia bouvieri	"Sharpe, 1875"	R
Strix seloputo	"Horsfield, 1871"	R
Strix ocellata	"(Lesson, 1839)"	R
Strix leptogrammica	"Temminck, 1831"	R
Strix aluco	"Linnaeus, 1758"	R
Strix butleri	"(Hume, 1878)"	R
Strix occidentalis	"(Xantus De Vesey, 1860)"	R
Strix varia	"Barton, 1799"	R
Strix fulvescens	"(Sclater & Salvin, 1875)"	R
Strix hylophila	"Temminck, 1825"	R
Strix rufipes	"King, 1828"	NR
Strix rufipes	"King, 1828"	R
Strix chacoensis	"Cherrie & Reichenberger, 1921"	R
Strix davidi	"(Sharpe, 1875)"	NR
Strix uralensis	"Pallas, 1771"	NR
Strix uralensis	"Pallas, 1771"	R
Strix nebulosa	"Forster, 1772"	R
Strix woodfordii	"(Smith, 1834)"	R
Strix virgata	"(Cassin, 1850)"	R
Strix nigrolineata	"Sclater, 1859"	R
Strix huhula	"Daudin, 1800"	R
Strix albitarsis	"(Bonaparte, 1850)"	R
Jubula lettii	"(B�ttikofer, 1889)"	R
Lophostrix cristata	"(Daudin, 1800)"	R
Pulsatrix perspicillata	"(Latham, 1790)"	R
Pulsatrix melanota	"(Tschudi, 1844)"	R
Pulsatrix koeniswaldiana	"(Bertoni & Bertoni, 1901)"	R
Surnia ulula	"(Linnaeus, 1758)"	R
Glaucidium passerinum	"(Linnaeus, 1758)"	R
Glaucidium brodiei	"(Burton, 1836)"	R
Glaucidium perlatum	"(Vieillot, 1818)"	R
Glaucidium californicum	"Sclater, 1857"	NR
Glaucidium gnoma	"Wagler, 1832"	NR
Glaucidium gnoma	"Wagler, 1832"	R
Glaucidium jardinii	"(Bonaparte, 1855)"	NR
Glaucidium jardinii	"(Bonaparte, 1855)"	R
Glaucidium costaricanum	"Robbins & Stiles, 1999"	R
Glaucidium nubicola	"Robbins & Stiles, 1999"	R
Glaucidium bolivianum	"K�nig, 1991"	R
Glaucidium mooreorum	"Silva, Coelho & Gonzaga, 2002"	R
Glaucidium hardyi	"Vielliard, 1990"	R
Glaucidium minutissimum	"(Wied, 1821)"	NR
Glaucidium minutissimum	"(Wied, 1821)"	R
Glaucidium griseiceps	"Sharpe, 1875"	R
Glaucidium sanchezi	"Lowery & Newman, 1949"	R
Glaucidium palmarum	"Nelson, 1901"	R
Glaucidium parkeri	"Robbins & Howell, 1995"	R
Glaucidium brasilianum	"(Gmelin, 1788)"	R
Glaucidium peruanum	"K�nig, 1991"	R
Glaucidium nanum	"(King, 1828)"	R
Glaucidium siju	"(d'Orbigny, 1839)"	R
Glaucidium tephronotum	"Sharpe, 1875"	R
Glaucidium sjostedti	"Reichenow, 1893"	R
Glaucidium cuculoides	"(Vigors, 1831)"	R
Glaucidium castanopterum	"(Horsfield, 1821)"	R
Glaucidium radiatum	"(Tickell, 1833)"	R
Glaucidium castanonotum	"(Blyth, 1846)"	R
Glaucidium castaneum	"Neumann, 1893"	R
Glaucidium capense	"(Smith, 1834)"	NR
Glaucidium capense	"(Smith, 1834)"	NR
Glaucidium capense	"(Smith, 1834)"	R
Glaucidium ngamiense	"(Roberts, 1932)"	NR
Glaucidium scheffleri	"Neumann, 1911"	NR
Glaucidium albertinum	"Prigogine, 1983"	R
Xenoglaux loweryi	"O'Neill & Graves, 1977"	R
Micrathene whitneyi	"(Cooper, 1861)"	R
Athene noctua	"(Scopoli, 1769)"	R
Athene brama	"(Temminck, 1821)"	R
Athene cunicularia	"(Molina, 1782)"	R
Heteroglaux blewitti	"(Hume, 1873)"	R
Aegolius funereus	"(Linnaeus, 1758)"	R
Aegolius acadicus	"(Gmelin, 1788)"	NR
Aegolius acadicus	"(Gmelin, 1788)"	R
Aegolius ridgwayi	"(Alfaro, 1905)"	R
Aegolius harrisii	"(Cassin, 1849)"	R
Ninox rufa	"(Gould, 1846)"	R
Ninox strenua	"(Gould, 1838)"	R
Ninox connivens	"(Latham, 1801)"	R
Ninox rudolfi	"Meyer, 1882"	R
Ninox boobook	"(Latham, 1801)"	NR
Ninox novaeseelandiae	"(Gmelin, 1788)"	NR
Ninox novaeseelandiae	"(Gmelin, 1788)"	R
Ninox rotiensis	"Johnstone & Darnell, 1997"	NR
Ninox sumbaensis	"Olsen, Wink, Sauer-Gurth & Trost, 2002"	R
Ninox scutulata	"(Raffles, 1822)"	R
Ninox randi	"Deignan, 1951"	NR
Ninox japonica	"(Temminck & Schlegel, 1845)"	NR
Ninox affinis	"Beavan, 1867"	R
Ninox superciliaris	"(Vieillot, 1817)"	R
Ninox philippensis	"Bonaparte, 1855"	R
Ninox ios	"Rasmussen, 1999"	R
Ninox ochracea	"(Schlegel, 1865)"	R
Ninox burhani	"Indrawan & Somadikarta, 2004"	R
Ninox squamipila	"(Bonaparte, 1850)"	NR
Ninox squamipila	"(Bonaparte, 1850)"	R
Ninox natalis	"Lister, 1889"	R
Ninox theomacha	"(Bonaparte, 1855)"	R
Ninox meeki	"Rothschild & Hartert, 1914"	R
Ninox punctulata	"(Quoy & Gaimard, 1830)"	R
Ninox variegata	"(Quoy & Gaimard, 1830)"	R
Ninox odiosa	"Sclater, 1877"	R
Ninox jacquinoti	"(Bonaparte, 1850)"	R
Uroglaux dimorpha	"(Salvadori, 1874)"	R
Sceloglaux albifacies	"(Gray, 1844)"	R
Pseudoscops grammicus	"(Gosse, 1847)"	R
Pseudoscops clamator	"(Vieillot, 1807)"	R
Nesasio solomonensis	"(Hartert, 1901)"	R
Asio stygius	"(Wagler, 1832)"	R
Asio otus	"(Linnaeus, 1758)"	NR
Asio otus	"(Linnaeus, 1758)"	R
Asio abyssinicus	"(Gu�rin-M�neville, 1843)"	R
Asio madagascariensis	"(Smith, 1834)"	R
Asio flammeus	"(Pontoppidan, 1763)"	R
Asio capensis	"(Smith, 1834)"	R
Podargus strigoides	"(Latham, 1801)"	R
Podargus papuensis	"Quoy & Gaimard, 1830"	R
Podargus ocellatus	"Quoy & Gaimard, 1830"	NR
Podargus ocellatus	"Quoy & Gaimard, 1830"	R
Rigidipenna inexpectata	"E. Hartert, 1901"	R
Batrachostomus auritus	"(Gray, 1829)"	R
Batrachostomus harterti	"Sharpe, 1892"	R
Batrachostomus septimus	"Tweeddale, 1877"	R
Batrachostomus stellatus	"(Gould, 1837)"	R
Batrachostomus moniliger	"Blyth, 1846"	R
Batrachostomus hodgsoni	"(Gray, 1859)"	R
Batrachostomus poliolophus	"Hartert, 1892"	R
Batrachostomus mixtus	"Sharpe, 1892"	R
Batrachostomus affinis	"Blyth, 1847"	R
Batrachostomus javensis	"(Horsfield, 1821)"	R
Batrachostomus cornutus	"(Temminck, 1822)"	R
Batrachostomus pygmaeus	"(Alviola, 1997)"	NR
Steatornis caripensis	"Humboldt, 1817"	R
Nyctibius grandis	"(Gmelin, 1789)"	R
Nyctibius aethereus	"(Wied, 1820)"	R
Nyctibius jamaicensis	"(Gmelin, 1789)"	R
Nyctibius griseus	"(Gmelin, 1789)"	R
Nyctibius maculosus	"Ridgway, 1912"	R
Nyctibius leucopterus	"(Wied, 1821)"	R
Nyctibius bracteatus	"Gould, 1846"	R
Lurocalis semitorquatus	"(Gmelin, 1789)"	R
Lurocalis rufiventris	"Taczanowski, 1884"	R
Chordeiles pusillus	"Gould, 1861"	R
Chordeiles rupestris	"(Spix, 1825)"	R
Chordeiles acutipennis	"(Hermann, 1783)"	R
Chordeiles minor	"(Forster, 1771)"	R
Chordeiles gundlachii	"Lawrence, 1856"	R
Nyctiprogne vielliardi	"Lencioni-Neto, 1994"	R
Nyctiprogne leucopyga	"(Spix, 1825)"	R
Chordeiles nacunda	"(Vieillot, 1817)"	R
Eurostopodus argus	"Hartert, 1892"	R
Eurostopodus mystacalis	"(Temminck, 1826)"	R
Eurostopodus diabolicus	"Stresemann, 1931"	R
Eurostopodus papuensis	"(Schlegel, 1866)"	R
Eurostopodus archboldi	"(Mayr & R&, 1935)"	R
Eurostopodus temminckii	"(Gould, 1838)"	R
Eurostopodus macrotis	"(Vigors, 1831)"	R
Nyctidromus albicollis	"(Gmelin, 1789)"	R
Phalaenoptilus nuttallii	"(Audubon, 1844)"	R
Siphonorhis americana	"(Linnaeus, 1758)"	R
Siphonorhis brewsteri	"(Chapman, 1917)"	R
Nyctiphrynus mcleodii	"(Brewster, 1888)"	R
Nyctiphrynus yucatanicus	"(Hartert, 1892)"	R
Nyctiphrynus ocellatus	"(Tschudi, 1844)"	NR
Nyctiphrynus ocellatus	"(Tschudi, 1844)"	R
Nyctiphrynus rosenbergi	"(Hartert, 1895)"	R
Caprimulgus carolinensis	"Gmelin, 1789"	R
Caprimulgus rufus	"Boddaert, 1783"	R
Caprimulgus otiosus	"(Bangs, 1911)"	NR
Caprimulgus cubanensis	"(Lawrence, 1860)"	NR
Caprimulgus cubanensis	"(Lawrence, 1860)"	R
Caprimulgus ekmani	"(L�nnberg, 1929)"	R
Caprimulgus salvini	"Hartert, 1892"	R
Caprimulgus badius	"(Bangs & Peck, 1908)"	R
Caprimulgus sericocaudatus	"(Cassin, 1849)"	R
Caprimulgus ridgwayi	"(Nelson, 1897)"	R
Caprimulgus vociferus	"Wilson, 1812"	NR
Caprimulgus vociferus	"Wilson, 1812"	R
Caprimulgus arizonae	"(Brewster, 1881)"	R
Caprimulgus noctitherus	"(Wetmore, 1919)"	R
Caprimulgus saturatus	"(Salvin, 1870)"	R
Caprimulgus longirostris	"Bonaparte, 1825"	R
Caprimulgus cayennensis	"Gmelin, 1789"	R
Caprimulgus maculicaudus	"(Lawrence, 1862)"	R
Caprimulgus parvulus	"Gould, 1837"	NR
Caprimulgus parvulus	"Gould, 1837"	R
Caprimulgus heterurus	"(Todd, 1915)"	R
Caprimulgus anthonyi	"(Chapman, 1923)"	R
Caprimulgus maculosus	"(Todd, 1920)"	R
Caprimulgus nigrescens	"Cabanis, 1848"	R
Caprimulgus whitelyi	"(Salvin, 1885)"	R
Caprimulgus hirundinaceus	"Spix, 1825"	R
Caprimulgus binotatus	"Bonaparte, 1850"	R
Caprimulgus ruficollis	"Temminck, 1820"	R
Caprimulgus indicus	"Latham, 1790"	R
Caprimulgus europaeus	"Linnaeus, 1758"	R
Caprimulgus fraenatus	"Salvadori, 1884"	R
Caprimulgus rufigena	"Smith, 1845"	R
Caprimulgus aegyptius	"Lichtenstein, 1823"	R
Caprimulgus mahrattensis	"Sykes, 1832"	R
Caprimulgus centralasicus	"Vaurie, 1960"	R
Caprimulgus nubicus	"Lichtenstein, 1823"	R
Caprimulgus eximius	"Temminck, 1826"	R
Caprimulgus madagascariensis	"Sganzin, 1840"	R
Caprimulgus macrurus	"Horsfield, 1821"	NR
Caprimulgus macrurus	"Horsfield, 1821"	R
Caprimulgus meesi	"(Sangster & Rozendaal, 2004)"	R
Caprimulgus atripennis	"Jerdon, 1845"	R
Caprimulgus manillensis	"Walden, 1875"	R
Caprimulgus celebensis	"Ogilvie-Grant, 1894"	R
Caprimulgus donaldsoni	"Sharpe, 1895"	R
Caprimulgus nigriscapularis	"Reichenow, 1893"	R
Caprimulgus pectoralis	"Cuvier, 1816"	NR
Caprimulgus pectoralis	"Cuvier, 1816"	R
Caprimulgus prigoginei	"Louette, 1990"	R
Caprimulgus solala	"Safford, Ash, Duckworth, Telfer & Zewdie, 1995"	R
Caprimulgus poliocephalus	"R�ppell, 1840"	R
Caprimulgus poliocephalus	"R�ppell, 1840"	NR
Caprimulgus ruwenzorii	"Ogilvie-Grant, 1908"	R
Caprimulgus asiaticus	"Latham, 1790"	R
Caprimulgus natalensis	"Smith, 1845"	R
Caprimulgus inornatus	"Heuglin, 1869"	R
Caprimulgus stellatus	"Blundell & Lovat, 1899"	R
Caprimulgus affinis	"Horsfield, 1821"	R
Caprimulgus tristigma	"R�ppell, 1840"	R
Caprimulgus concretus	"Bonaparte, 1850"	R
Caprimulgus pulchellus	"Salvadori, 1879"	R
Caprimulgus enarratus	"Gray, 1871"	R
Caprimulgus batesi	"Sharpe, 1906"	R
Caprimulgus climacurus	"Vieillot, 1825"	R
Caprimulgus clarus	"Reichenow, 1892"	R
Caprimulgus fossii	"Hartlaub, 1857"	R
Caprimulgus andamanicus	"Hume, 1873"	UR
Macrodipteryx longipennis	"(Shaw, 1796)"	R
Macrodipteryx vexillarius	"(Gould, 1838)"	R
Hydropsalis climacocerca	"(Tschudi, 1844)"	R
Hydropsalis torquata	"(Gmelin, 1789)"	R
Uropsalis segmentata	"(Cassin, 1849)"	R
Uropsalis lyra	"(Bonaparte, 1850)"	R
Macropsalis forcipata	"(Nitsch, 1840)"	R
Eleothreptus anomalus	"(Gould, 1838)"	R
Eleothreptus candicans	"(Pelzeln, 1867)"	R
Aegotheles crinifrons	"(Bonaparte, 1850)"	R
Aegotheles insignis	"Salvadori, 1875"	NR
Aegotheles insignis	"Salvadori, 1875"	R
Aegotheles tatei	"Pratt, 2000"	R
Aegotheles cristatus	"(White, 1790)"	R
Aegotheles savesi	"Layard & Layard, 1881"	R
Aegotheles bennettii	"Salvadori & D'Albertis, 1875"	R
Aegotheles wallacii	"Gray, 1859"	R
Aegotheles archboldi	"Rand, 1941"	R
Aegotheles albertisi	"Sclater, 1874"	R
Cypseloides niger	"(Gmelin, 1789)"	R
Cypseloides lemosi	"Eisenmann & Lehmann, 1963"	R
Cypseloides rothschildi	"Zimmer, 1945"	R
Cypseloides fumigatus	"(Streubel, 1848)"	R
Cypseloides major	"(Streubel, 1848)"	NR
Cypseloides cherriei	"Ridgway, 1893"	R
Cypseloides storeri	"Navarro, Peterson, Escalante & Benitez D., 1992"	R
Cypseloides cryptus	"Zimmer, 1945"	R
Cypseloides senex	"(Temminck, 1826)"	R
Streptoprocne rutila	"(Vieillot, 1817)"	R
Streptoprocne phelpsi	"Collins, 1972"	R
Streptoprocne zonaris	"(Shaw, 1796)"	R
Streptoprocne biscutata	"(Sclater, 1865)"	R
Streptoprocne semicollaris	"(Saussure, 1859)"	R
Hydrochous gigas	"(Hartert & Butler, 1901)"	R
Collocalia esculenta	"(Linnaeus, 1758)"	R
Collocalia linchi	"(Horsfield & Moore, 1854)"	R
Collocalia dodgei	"Richmond, 1905"	NR
Collocalia troglodytes	"Gray, 1845"	R
Collocalia elaphra	"Oberholser, 1906"	R
Collocalia francica	"(Gmelin, 1789)"	R
Collocalia unicolor	"(Jerdon, 1840)"	R
Collocalia mearnsi	"Oberholser, 1912"	R
Collocalia infuscata	"Salvadori, 1880"	R
Collocalia hirundinacea	"Stresemann, 1914"	R
Collocalia terraereginae	"(Ramsay, 1875)"	NR
Collocalia spodiopygius	"(Peale, 1848)"	NR
Collocalia spodiopygia	"(Peale, 1848)"	R
Collocalia brevirostris	"(Horsfield, 1840)"	R
Collocalia vulcanorum	"(Stresemann, 1926)"	R
Collocalia rogersi	"Deignan, 1955"	R
Collocalia whiteheadi	"(Ogilvie-Grant, 1895)"	R
Collocalia nuditarsus	"(Salomonsen, 1962)"	R
Collocalia orientalis	"(Mayr, 1935)"	R
Collocalia salangana	"(Streubel, 1848)"	R
Collocalia palawanensis	"Stresemann, 1914"	R
Collocalia amelis	"Oberholser, 1906"	R
Collocalia vanikorensis	"(Quoy & Gaimard, 1830)"	R
Collocalia pelewensis	"Mayr, 1935"	R
Collocalia inquieta	"(Kittlitz, 1858)"	NR
Collocalia inquieta	"(Kittlitz, 1858)"	R
Collocalia bartschi	"Mearns, 1909"	R
Collocalia sawtelli	"Holyoak, 1974"	R
Collocalia leucophaea	"(Peale, 1848)"	R
Collocalia ocista	"(Oberholser, 1906)"	R
Collocalia maxima	"Hume, 1878"	R
Collocalia fuciphaga	"(Thunberg, 1812)"	R
Collocalia germani	"Oustalet, 1876"	R
Collocalia papuensis	"Rand, 1941"	R
Collocalia cyanoptila	"Oberholser, 1906"	UR
Collocalia marginata	"Salvadori, 1882"	UR
Collocalia nitens	"Ogilvie-Grant, 1914"	UR
Schoutedenapus myoptilus	"(Salvadori, 1888)"	R
Schoutedenapus schoutedeni	"(Prigogine, 1960)"	R
Mearnsia picina	"(Tweeddale, 1879)"	R
Mearnsia novaeguineae	"(D'Albertis & Salvadori, 1879)"	R
Zoonavena grandidieri	"(Verreaux, 1867)"	R
Zoonavena thomensis	"(Hartert, 1900)"	R
Zoonavena sylvatica	"(Tickell, 1846)"	R
Telacanthura ussheri	"(Sharpe, 1870)"	R
Telacanthura melanopygia	"(Chapin, 1915)"	R
Rhaphidura leucopygialis	"(Blyth, 1849)"	R
Rhaphidura sabini	"(Gray, 1829)"	R
Neafrapus cassini	"(Sclater, 1863)"	R
Neafrapus boehmi	"(Schalow, 1882)"	R
Hirundapus caudacutus	"(Latham, 1802)"	R
Hirundapus cochinchinensis	"(Oustalet, 1878)"	R
Hirundapus giganteus	"(Temminck, 1825)"	R
Hirundapus celebensis	"(Sclater, 1865)"	R
Chaetura spinicauda	"(Temminck, 1839)"	NR
Chaetura spinicaudus	"(Temminck, 1839)"	R
Chaetura fumosa	"Salvin, 1870"	R
Chaetura martinica	"(Hermann, 1783)"	R
Chaetura cinereiventris	"Sclater, 1862"	R
Chaetura egregia	"Todd, 1916"	R
Chaetura pelagica	"(Linnaeus, 1758)"	R
Chaetura vauxi	"(Townsend, 1839)"	NR
